split,city,sample_id,image_path,label_path,instance_path,person_pixels,car_pixels,motorcycle_pixels,person_instances,car_instances,motorcycle_instances,has_all_three,passes_minimum,passes_ratio,selection_tier,selection_tier_name,person_ratio,car_ratio,motorcycle_ratio,total_target_pixels,balance_error,balance_score,quantity_score,instance_score,total_area_score,motorcycle_ratio_score,score
train,stuttgart,stuttgart_000171_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000171_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000171_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000171_000019_gtFine_instanceIds.png",55637,96793,380,1,15,1,True,False,False,3,Tier 3 - All classes present,0.3640926640926641,0.6334205876578758,0.002486748249460114,152810,0.1975132517505399,0.8024867482494601,0.3361975406798963,0.5,1.0,0.012433741247300569,59.7475648566118
train,hamburg,hamburg_000000_084746,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_084746_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_084746_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_084746_gtFine_instanceIds.png",31628,127481,339,38,13,1,True,False,False,3,Tier 3 - All classes present,0.19835933972204103,0.7995145752847324,0.002126084993226632,159448,0.29951457528473235,0.7004854247152676,0.32364325923645754,0.7937005259840998,1.0,0.010630424966133159,59.6873747802966
train,hamburg,hamburg_000000_085645,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_085645_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_085645_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_085645_gtFine_instanceIds.png",54716,335857,628,23,9,1,True,False,False,3,Tier 3 - All classes present,0.1398667181321111,0.8585279689980343,0.0016053128698546271,391201,0.3585279689980343,0.6414720310019657,0.39748421017668945,0.7937005259840998,1.0,0.008026564349273135,59.52904825688717
train,strasbourg,strasbourg_000001_048121,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_048121_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_048121_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_048121_gtFine_instanceIds.png",11005,404206,1575,10,6,1,True,False,False,3,Tier 3 - All classes present,0.026404437769022952,0.9698166445130115,0.0037789177179655747,416786,0.4698166445130115,0.5301833554869885,0.5400411491276454,0.7937005259840998,1.0,0.01889458858982787,59.40854952601954
train,dusseldorf,dusseldorf_000120_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\dusseldorf\dusseldorf_000120_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000120_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\dusseldorf\dusseldorf_000120_000019_gtFine_instanceIds.png",4354,64637,2459,6,4,1,True,False,False,3,Tier 3 - All classes present,0.06093771868439468,0.9046466060181946,0.034415675297410776,71450,0.4046466060181946,0.5953533939818054,0.4748418457776926,0.6933612743506347,1.0,0.17207837648705387,59.32020213029779
train,hamburg,hamburg_000000_006322,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_006322_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_006322_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_006322_gtFine_instanceIds.png",5601,63134,1715,3,13,1,True,False,False,3,Tier 3 - All classes present,0.07950319375443576,0.896153300212917,0.024343506032647268,70450,0.39615330021291695,0.603846699787083,0.45797654068992905,0.7211247851537042,1.0,0.12171753016323633,59.31862364030294
train,hamburg,hamburg_000000_042505,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_042505_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_042505_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_042505_gtFine_instanceIds.png",4416,62913,2091,4,5,1,True,False,False,3,Tier 3 - All classes present,0.06361279170267935,0.906266205704408,0.030121002592912706,69420,0.40626620570440797,0.593733794295592,0.45198882683112546,0.7469007910928608,1.0,0.15060501296456352,59.26555350797318
train,bremen,bremen_000310_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000310_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000310_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000310_000019_gtFine_instanceIds.png",37740,16361,1351,7,5,1,True,False,False,3,Tier 3 - All classes present,0.680588617182428,0.29504796941498956,0.024363413402582412,55452,0.3805886171824281,0.6194113828175719,0.4192257782737254,0.7469007910928608,1.0,0.12181706701291206,59.16582586237211
train,krefeld,krefeld_000000_007325,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\krefeld\krefeld_000000_007325_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_007325_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\krefeld\krefeld_000000_007325_gtFine_instanceIds.png",22079,30800,443,3,1,1,True,False,False,3,Tier 3 - All classes present,0.4140692397134391,0.577622744833277,0.008308015453283822,53322,0.19169198454671615,0.8083080154532838,0.3538353687760246,0.3968502629920499,1.0,0.04154007726641911,59.10783601262494
train,zurich,zurich_000024_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000024_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000024_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000024_000019_gtFine_instanceIds.png",10955,124026,903,12,6,1,True,False,False,3,Tier 3 - All classes present,0.08062023490624357,0.9127343910982897,0.006645373995466722,135884,0.4127343910982897,0.5872656089017103,0.44863785627888386,0.7937005259840998,1.0,0.03322686997733361,59.0214022840831
train,hanover,hanover_000000_023239,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_023239_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_023239_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_023239_gtFine_instanceIds.png",23033,52496,103,12,4,1,True,False,False,3,Tier 3 - All classes present,0.30454040617727945,0.6940977364078696,0.0013618574148508567,75632,0.1986381425851491,0.8013618574148509,0.21757671139171209,0.6933612743506347,1.0,0.006809287074254283,59.016241188976196
train,bremen,bremen_000276_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000276_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000276_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000276_000019_gtFine_instanceIds.png",10384,495277,3087,1,20,1,True,False,False,3,Tier 3 - All classes present,0.020410891050185946,0.9735212718280957,0.006067837121718414,508748,0.47352127182809567,0.5264787281719043,0.6758425692239408,0.5,1.0,0.03033918560859207,58.986122131637366
train,hamburg,hamburg_000000_085982,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_085982_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_085982_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_085982_gtFine_instanceIds.png",14438,187202,1129,19,5,1,True,False,False,3,Tier 3 - All classes present,0.07120417815346528,0.9232279095917029,0.005567912254831853,202769,0.42322790959170287,0.5767720904082971,0.48331615740258393,0.7469007910928608,1.0,0.027839561274159264,58.91307801117311
train,aachen,aachen_000164_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000164_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000164_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000164_000019_gtFine_instanceIds.png",25355,3450,20539,11,1,1,True,False,False,3,Tier 3 - All classes present,0.5138416018158236,0.06991731517509728,0.41624108300907914,49344,0.43008268482490275,0.5699173151750972,0.486294413109428,0.43679023236814946,0.98688,1.0,58.80617848580898
val,frankfurt,frankfurt_000001_049209,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_049209_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_049209_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_049209_gtFine_instanceIds.png",4540,102818,2197,8,15,1,True,False,False,3,Tier 3 - All classes present,0.041440372415681624,0.9385057733558486,0.02005385422846972,109555,0.4385057733558486,0.5614942266441514,0.46376215267373805,0.7937005259840998,1.0,0.10026927114234858,58.77948789145143
train,hamburg,hamburg_000000_062371,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_062371_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_062371_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_062371_gtFine_instanceIds.png",41077,143762,183,25,17,1,True,False,False,3,Tier 3 - All classes present,0.22201143647782426,0.7769994919523083,0.000989071569867367,185022,0.2769994919523084,0.7230005080476916,0.26352209222742384,0.7937005259840998,1.0,0.004945357849336835,58.755917767738566
train,hamburg,hamburg_000000_065983,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_065983_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_065983_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_065983_gtFine_instanceIds.png",44521,339181,655,4,7,1,True,False,False,3,Tier 3 - All classes present,0.11583241621721473,0.8824634389382787,0.0017041448445065395,384357,0.3824634389382787,0.6175365610617213,0.40310089894572904,0.7937005259840998,1.0,0.008520724222532697,58.742600921714896
train,hamburg,hamburg_000000_089696,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_089696_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_089696_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_089696_gtFine_instanceIds.png",76551,48015,280,30,11,1,True,False,False,3,Tier 3 - All classes present,0.6131634173301508,0.38459381958572963,0.0022427630841196354,124846,0.31316341733015074,0.6868365826698493,0.3036588971875663,0.7937005259840998,1.0,0.011213815420598176,58.54480718928545
train,zurich,zurich_000090_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\zurich\zurich_000090_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000090_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\zurich\zurich_000090_000019_gtFine_instanceIds.png",5494,234760,1628,3,22,3,True,False,False,3,Tier 3 - All classes present,0.022713554543124334,0.9705558908889459,0.006730554567929817,241882,0.4705558908889459,0.5294441091110541,0.44721293033231596,0.9085602964160698,1.0,0.033652772839649084,58.390820584850935
train,aachen,aachen_000144_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000144_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000144_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000144_000019_gtFine_instanceIds.png",1174,104317,3811,4,7,3,True,False,False,3,Tier 3 - All classes present,0.010740883057949534,0.9543924173391155,0.03486669960293499,109302,0.4543924173391155,0.5456075826608845,0.3550059907737291,1.0,1.0,0.17433349801467493,58.34615051972063
train,aachen,aachen_000014_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000014_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000014_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000014_000019_gtFine_instanceIds.png",143991,12944,5797,22,8,1,True,False,False,3,Tier 3 - All classes present,0.8848351891453433,0.07954182336602512,0.035622987488631616,162732,0.5848351891453434,0.4151648108546566,0.6300623325129149,0.7937005259840998,1.0,0.17811493744315807,58.304544986551
train,hanover,hanover_000000_038855,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_038855_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_038855_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_038855_gtFine_instanceIds.png",26255,1831,10256,12,3,2,True,False,False,3,Tier 3 - All classes present,0.6847582285744093,0.04775442073965886,0.2674873506859319,38342,0.45224557926034115,0.5477544207396589,0.39372140829874647,0.7937005259840998,0.76684,1.0,58.29572696831025
train,hanover,hanover_000000_006355,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_006355_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_006355_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_006355_gtFine_instanceIds.png",8178,173965,646,9,8,2,True,False,False,3,Tier 3 - All classes present,0.044740110181684896,0.9517257603028628,0.003534129515452243,182789,0.4517257603028629,0.5482742396971372,0.3752262456957983,1.0,1.0,0.017670647577261212,58.276110196645746
train,strasbourg,strasbourg_000000_030435,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000000_030435_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_030435_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000000_030435_gtFine_instanceIds.png",134573,6148,26986,25,1,1,True,False,False,3,Tier 3 - All classes present,0.8024292367044906,0.03665917343939132,0.16091158985611811,167707,0.5024292367044907,0.4975707632955093,0.5895729297929369,0.43679023236814946,1.0,0.8045579492805905,58.16466165753368
train,jena,jena_000007_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\jena\jena_000007_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\jena\jena_000007_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\jena\jena_000007_000019_gtFine_instanceIds.png",30581,353755,793,5,16,1,True,False,False,3,Tier 3 - All classes present,0.07940456314637433,0.9185363865094552,0.0020590503441703946,385129,0.4185363865094553,0.5814636134905447,0.42962650098278027,0.7937005259840998,1.0,0.010295251720851972,58.104323717470955
val,frankfurt,frankfurt_000001_014565,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\frankfurt\frankfurt_000001_014565_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_014565_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\frankfurt\frankfurt_000001_014565_gtFine_instanceIds.png",7851,53774,553,8,7,1,True,False,False,3,Tier 3 - All classes present,0.12626652513750844,0.8648396538968767,0.008893820965614847,62178,0.3648396538968767,0.6351603461031232,0.3514660411121162,0.7937005259840998,1.0,0.04446910482807423,58.07824849139028
val,munster,munster_000115_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000115_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000115_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000115_000019_gtFine_instanceIds.png",8036,53789,894,2,9,1,True,False,False,3,Tier 3 - All classes present,0.12812704284188203,0.8576189033626174,0.014254053795500566,62719,0.35761890336261737,0.6423810966373826,0.4157119245707852,0.6299605249474366,1.0,0.07127026897750283,57.97236082171793
train,stuttgart,stuttgart_000106_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\stuttgart\stuttgart_000106_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000106_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\stuttgart\stuttgart_000106_000019_gtFine_instanceIds.png",7236,388272,2121,3,15,1,True,False,False,3,Tier 3 - All classes present,0.018197867861750525,0.9764680141538973,0.005334117984352248,397629,0.4764680141538973,0.5235319858461027,0.5354016955814968,0.7211247851537042,1.0,0.026670589921761242,57.95355502820338
train,hamburg,hamburg_000000_039264,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hamburg\hamburg_000000_039264_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_039264_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hamburg\hamburg_000000_039264_gtFine_instanceIds.png",40837,134553,146,20,5,1,True,False,False,3,Tier 3 - All classes present,0.23264173730744692,0.7665265244736122,0.000831738218940844,175536,0.26652652447361225,0.7334734755263878,0.24440923888454055,0.7469007910928608,1.0,0.00415869109470422,57.895521509458156
train,aachen,aachen_000005_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000005_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000005_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000005_000019_gtFine_instanceIds.png",11595,126913,691,11,15,1,True,False,False,3,Tier 3 - All classes present,0.0832980121983635,0.9117378716801127,0.0049641161215238615,139199,0.41173787168011267,0.5882621283198873,0.4103546406074668,0.7937005259840998,1.0,0.024820580607619307,57.87073514381908
val,munster,munster_000029_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\val\munster\munster_000029_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000029_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\val\munster\munster_000029_000019_gtFine_instanceIds.png",6799,29771,1306,1,10,1,True,False,False,3,Tier 3 - All classes present,0.17950681170134122,0.7860122505016369,0.03448093779702186,37876,0.2860122505016369,0.7139877494983631,0.44499328967647855,0.5,0.75752,0.1724046889851093,57.846532115154425
train,hanover,hanover_000000_007780,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_007780_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_007780_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_007780_gtFine_instanceIds.png",3000,132891,3102,8,13,1,True,False,False,3,Tier 3 - All classes present,0.021583820767952344,0.956098508557985,0.022317670674062724,138993,0.45609850855798495,0.543901491442015,0.45316290210105403,0.7937005259840998,1.0,0.11158835337031361,57.814396377325295
train,hanover,hanover_000000_052729,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_052729_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_052729_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_052729_gtFine_instanceIds.png",13286,53651,172,10,12,1,True,False,False,3,Tier 3 - All classes present,0.19797642641076457,0.7994605790579505,0.0025629945312849243,67109,0.29946057905795054,0.7005394209420495,0.25813257613480656,0.7937005259840998,1.0,0.01281497265642462,57.7351368747698
train,strasbourg,strasbourg_000001_055273,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\strasbourg\strasbourg_000001_055273_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_055273_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\strasbourg\strasbourg_000001_055273_gtFine_instanceIds.png",13265,10304,742,10,4,2,True,False,False,3,Tier 3 - All classes present,0.545637777137921,0.423841059602649,0.030521163259429888,24311,0.2456377771379211,0.7543622228620789,0.2942814135916242,0.8735804647362989,0.48622,0.15260581629714942,57.73186737476211
train,aachen,aachen_000131_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000131_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000131_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000131_000019_gtFine_instanceIds.png",10283,181795,879,15,24,1,True,False,False,3,Tier 3 - All classes present,0.05329166601885394,0.9421529148981379,0.004555419083008131,192957,0.44215291489813796,0.557847085101862,0.44462747091390087,0.7937005259840998,1.0,0.022777095415040655,57.6721008983282
train,aachen,aachen_000065_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\aachen\aachen_000065_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000065_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\aachen\aachen_000065_000019_gtFine_instanceIds.png",42069,22482,423,8,14,1,True,False,False,3,Tier 3 - All classes present,0.6474743743651307,0.3460153292086065,0.006510296426262813,64974,0.3474743743651307,0.6525256256348693,0.31648370348022,0.7937005259840998,1.0,0.03255148213131406,57.66380143021943
train,tubingen,tubingen_000143_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\tubingen\tubingen_000143_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000143_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\tubingen\tubingen_000143_000019_gtFine_instanceIds.png",13859,14549,301,9,10,1,True,False,False,3,Tier 3 - All classes present,0.4827406039917796,0.5067748789578181,0.010484517050402313,28709,0.18951548294959772,0.8104845170504023,0.244395269186668,0.7937005259840998,0.57418,0.052422585252011565,57.66065957363769
train,bremen,bremen_000219_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\bremen\bremen_000219_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000219_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\bremen\bremen_000219_000019_gtFine_instanceIds.png",6441,216769,1622,5,18,1,True,False,False,3,Tier 3 - All classes present,0.028648057216054654,0.9641376672359806,0.007214275547964702,224832,0.46413766723598066,0.5358623327640193,0.4709788262261726,0.7937005259840998,1.0,0.03607137773982351,57.64972287580656
train,cologne,cologne_000030_000019,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\cologne\cologne_000030_000019_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000030_000019_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\cologne\cologne_000030_000019_gtFine_instanceIds.png",8978,4226,26272,4,1,2,True,False,False,3,Tier 3 - All classes present,0.22742932414631675,0.10705238626000609,0.6655182895936772,39476,0.46551828959367714,0.5344817104063229,0.5019524900849581,0.5503212081491045,0.78952,1.0,57.587861241038226
train,hanover,hanover_000000_055800,"C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\leftImg8bit\train\hanover\hanover_000000_055800_leftImg8bit.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_055800_gtFine_labelIds.png","C:\Documents\Year 4 , Term 1\multiclass_scsc\data\raw\gtFine\train\hanover\hanover_000000_055800_gtFine_instanceIds.png",4734,264128,2279,5,10,1,True,False,False,3,Tier 3 - All classes present,0.017459550565941704,0.9741352285342313,0.008405220899827027,271141,0.47413522853423123,0.5258647714657687,0.476055433367153,0.7937005259840998,1.0,0.04202610449913513,57.43189227190252
